🎦程响MV,#genre#
碧娜 - 回首往事 - KTV版,https://cfss.cc/api/kg/EFA1BE7168A8C36549B676D7AFCA8622.mp4
碧娜 - 再回到从前 - 伴奏版,https://cfss.cc/api/kg/F4831E4F98CEB73A2DEB8603FC35D09B.mp4
碧娜 - 回首往事 - 伴奏版,https://cfss.cc/api/kg/160D5119C2DF7FE4A452676E353FCC7D.mp4
碧娜 - 回首往事 - 伴奏版,https://cfss.cc/api/kg/235CA505C34150AB3D3D21604ECD372B.mp4
碧娜 - 相爱容易相处难 - 伴奏版,https://cfss.cc/api/kg/0C5B609974E4B20BC6D993235398EAB8.mp4

酷狗Mv-天使萝莉
服饰博主 - 天使萝莉拯救落魄大叔，这样的女孩你忍心辜负吗？ #电影解说  #创作灵感  #爱情,https://cfss.cc/api/kg/68DE35700E5479189885B5BE687217B1.mp4
我的阿油 - 天使萝莉拯救落魄大叔，这样的女孩你忍心辜负吗？ #电影解说  #创作灵感  #治愈,https://cfss.cc/api/kg/42E26DB015CD8704ED8B5F0C50A1E8E8.mp4
本溪宝宝 - 新居之约：福根直播打赏被“照骗”，天使萝莉变成胖大婶，钱还能追回来吗？,https://cfss.cc/api/kg/BBBCAE4127BEAE360EB6E07529DD04D4.mp4
天使の猫猫 - 叶罗丽 7 Princess Power 公主力量,https://cfss.cc/api/kg/EC309BDBA7D7382642A97E23B58FEF63.mp4
莳绱筅笙 - 盘点女神们的新鞋子 维将小萝莉 笛子仙子 黑化王默 天使白光莹 #精灵梦叶罗丽第十季 #夏日暴击 叶罗丽精灵梦第九季第十季 26集大结局,https://cfss.cc/api/kg/476AB9E49ECB1B64EA24FB614992C81F.mp4
大天使英语 - 小萝莉邓文怡演唱《东京不太热》,https://cfss.cc/api/kg/0F434603EE91BC73A32BBA7B2BF078D3.mp4
唐胖虎 - #终结的炽天使 就是个几百岁的萝莉,https://cfss.cc/api/kg/976408E3D494F61ABB0BEBB0BD82DB96.mp4
俊平大魔王 - 【翻唱】超萌！经典老歌《外婆的澎湖湾》混搭童声小天使,https://cfss.cc/api/kg/E578951FD5F6A79F7B5CB006E58A1980.mp4
桃子守望者 - #动漫 #终结的炽天使 左手一个萝莉，右手一个御姐，还有一个费娘,https://cfss.cc/api/kg/251579BBF9221F818DCCA9BED718770E.mp4
龙族花香 - 快看，是萝莉控,https://cfss.cc/api/kg/CF6E9FF0EFBCF864E393FF031FD5F9E8.mp4

酷狗Mv-小柒
金志文、赖美云、美好的时光 - 远走高飞 - 《美好的时光》第9期,https://cfss.cc/api/kg/DF35D0BE00CA6ADEADF903A16C7E6FB1.mp4
王菊、吴宣仪、Yamy郭颖、Sunnee杨芸晴、傅菁、李子璇、刘人语、段奥娟、高秋梓、许靖韵、赖美云、创造101女孩 - 逆风 - 创造101 第十期,https://cfss.cc/api/kg/227C60769C73540C5935D9B3A35C9FB7.mp4
赖美云 - 心的舞步 - 《叶罗丽冰莲花》动画主题曲,https://cfss.cc/api/kg/CB4A1DDD0F01019205E501F74976D59A.mp4
段奥娟、许靖韵、赖美云、高秋梓、AKB48CHINA-刘念、创造101女孩 - Let Me Love You - 创造101 第六期,https://cfss.cc/api/kg/C5DFA5D684DEFE6DCF2B01A529D5D9C6.mp4
温柔似水 - 小七火影忍者：忍战凯被史诗级削弱？管我青春哥什么事！,https://cfss.cc/api/kg/142F1C4DE7E201C936E3F76CE08D5EDD.mp4
赖美云 - 等等 - 街头音浪 第一季 第六期,https://cfss.cc/api/kg/16721DF7E97A5B327603D2957A5A952D.mp4
那英、王源、王铮亮、郁可唯、周深、周笔畅、黄明昊(Justin)、韩磊、赖美云、魏巡 - 理想 - 《理想照耀中国》系列短剧主题曲,https://cfss.cc/api/kg/998E5B596926E2235D3EC7105E291753.mp4
赖美云、罗怡恬、段奥娟、王菊、王莫涵、赵尧珂、创造101女孩 - 了不起 - 创造101 第八期,https://cfss.cc/api/kg/590DEE261EDC62A11A8B1EA53C4AAE8A.mp4
徐梦洁、李子璇、王菊、杨超越、孟美岐、吴宣仪、赖美云、吕小雨、高颖浠、Yamy郭颖、创造101女孩 - BURNITUP! + Milkshake + Drama + Bad Girls + Lap Tap Love + Instruction + Good Luck + Don't Love You Anymore + Greedy + Unconditionally + Break Free - 创造101 第十期 上,https://cfss.cc/api/kg/D67CFFA76FE110BCA6374E8046C4D280.mp4
段奥娟、赖美云、AKB48CHINA-刘念、吴芊盈、张楚寒、向俞星、陈意涵Estelle、创造101女孩 - 爱你 - 创造101 第三期,https://cfss.cc/api/kg/2C26679B08D399BF8FD53CCEFC991156.mp4

酷狗Mv-亚男才艺主播️
季海晨 - @亚男才艺主播️,https://cfss.cc/api/kg/EB261D08B7391283E4707B7F125E2C75.mp4
文艺小短句 - #全网最好听的《三生石下》@亚男才艺主播️王亚男 #感谢我要上热门,https://cfss.cc/api/kg/1CEE530AAA9F83C5A4CB05C371F31DA5.mp4
季风号苏打 - #伤感音乐 #你是我曾经拼命爱过的人 #音乐 #对口型 #热门 #男人 为了等你的消息//每天翻看手机无数次//为了等你的消息//一个人时常发呆//一看到你的消息//就欣喜若狂//心跳加速//很多时候//打了长长一段话//想发给你//却默默删除//有几个人和我一样的站出来// @亚男才艺主播️,https://cfss.cc/api/kg/60B36BED2943A3AF0487570332FFE09D.mp4
吃瓜班长的日常 - @亚男?才艺主播?️一首伤感情歌《三生石下 》伤感催泪的歌声，句句扎心，声声催泪感人肺腑！#伤感情歌,https://cfss.cc/api/kg/060EE53B9BA5092EDAEDF8919FDB8171.mp4
渡边小鲜肉 - #我要上热门 #天使吻过的嗓音 #一生爱你千百回 #最佳歌手王亚男 #六妹（男家人）@亚男?才艺主播?️ @悟透剪辑〔男家人〕,https://cfss.cc/api/kg/A044CDE8177845317FB872FFA8A9B883.mp4
捡知识 - #音乐分享 #真人真唱 #经典歌曲 #@亚男才艺主播️ #翻唱 #成都,https://cfss.cc/api/kg/96AF90387B34E45EAB13985D902D6CB0.mp4
娱班长 - #鬼迷心窍 #别无所求 @亚男?才艺主播?️,https://cfss.cc/api/kg/EFAD534F01A6B00342E99E208928C8C1.mp4
神侃数码 - #真人真唱 #天使吻过的嗓音 #音乐分享 @亚男才艺主播️ #亚男翻唱#有些爱情放不下,https://cfss.cc/api/kg/6E9E139BD6DB2D573B93C5539D2CBE49.mp4
管阿姨 - 就问你好不好听，嗨不嗨？@亚男才艺主播️ #天使吻过的嗓音,https://cfss.cc/api/kg/5B216EC2EC5D6449B87C71EE97216994.mp4
柴知道 - 好听歌曲分享#音乐推荐#翻唱经典 @亚男才艺主播️,https://cfss.cc/api/kg/9850F01766C74FF8EEC12C8AEAF3EDE8.mp4

酷狗Mv-搁浅的鱼.
豆豆果 - 搁浅的鱼.《想要的人生》饭制版,https://cfss.cc/api/kg/54168D7E848F665DBE109789B3572EA8.mp4
搁浅的鱼. - 被这个世界骗到想结婚 - 伴奏版,https://cfss.cc/api/kg/0992BF3358C3CEB4159D7E4FE241A707.mp4
花总 - 爆火情歌《被这个世界骗到想结婚》搁浅的鱼演唱,https://cfss.cc/api/kg/A6E41908C1F6DFB4A1BC746068774E32.mp4
子桓音乐 - 搁浅的鱼.《被这个世界骗到想结婚》抬头却发现没有对的人，也想过为了谁能够奋不顾身,https://cfss.cc/api/kg/FAD9EF095008ADE7A160CFF48815ED89.mp4
红哥音乐秀 - 抖音爆火情歌《被这个世界骗到想结婚》搁浅的鱼演唱，歌声动听伤感，歌词走心,https://cfss.cc/api/kg/B1DB98CA33FD7E620CD4182C7E5F90E9.mp4
Alison - 搁浅的鱼《想要的人生》拼命推开幸福的门，只换来一身伤痕,https://cfss.cc/api/kg/AAE5C22E322CDD19077CE05DDA014868.mp4
Al木木林 - 搁浅的鱼.《想要的人生》这些年的辛苦 没敢告诉家人,https://cfss.cc/api/kg/D5E8728824C43384401319156FE406B5.mp4
保罗在美国 - 被这个世界骗到想结婚 (DJ版) - 搁浅的鱼.「被这个世界骗到想结婚 抬头却发现没有对的人」♪｜｜｜TikTok,https://cfss.cc/api/kg/8218B8E2394853A04EDA3A1FDE933C48.mp4
活到下一个世纪 - 被这个世界骗到想结婚 搁浅的鱼 承诺当真，牵手狂奔，结婚！,https://cfss.cc/api/kg/7A0FDF0CB6F46DF16DE437F85EE372DC.mp4
搁浅的鱼 - 不是因为寂寞才想你,https://cfss.cc/api/kg/2A032781A6A5FD3050C91FDA12DBEB3B.mp4

酷狗Mv-唐媛
唐媛 - 花儿哪有阿妹俏 - 歌词版,https://cfss.cc/api/kg/5E02938E89F6A2CF37BC31350A1388AA.mp4
唐媛 - 心痛只是因为动了情 - 伴奏版,https://cfss.cc/api/kg/97AA20B4F06D56BA4369F3635DDDA814.mp4
唐媛 - 月光蝶 - 伴奏版,https://cfss.cc/api/kg/46B2CECF7218A8BEFC8E3A549D50F53B.mp4
唐媛 - 心痛只是因为动了情 - 伴奏版,https://cfss.cc/api/kg/E0B7F77A9CBD3950ED1DE7EB074D0A1C.mp4
唐媛 - 花儿哪有阿妹俏 - 伴奏版,https://cfss.cc/api/kg/56175A916703876E7C9404ABCAF57915.mp4
唐媛 - 心痛只是因为动了情 - 伴奏版,https://cfss.cc/api/kg/D5EF2BBFF45E2E84E8220F96D75AA0D7.mp4
唐媛 - 爸妈情 - 伴奏版,https://cfss.cc/api/kg/34AF8762EB958322C327A7F4F62C5F4B.mp4
唐媛 - 爱情就像一首歌 - 伴奏版,https://cfss.cc/api/kg/DDF92F7836E88E4B2E7C820B1A70D956.mp4
唐媛 - 拥抱你离去 - 伴奏版,https://cfss.cc/api/kg/831B9C2D55BDC7692F00D76D6FBA0C33.mp4
唐媛 - 花儿哪有阿妹俏 - 伴奏版,https://cfss.cc/api/kg/47BCC470D80D23285CADA69F2A3E7FF9.mp4

酷狗Mv-叶聪明
阡陌 - 【小年YEAH】我怕过年的鞭炮太响你会听不到416女团的祝福,https://cfss.cc/api/kg/390EDCD759C4653E79947D675ABD31F7.mp4
叶聪明、ya妖精、小淅儿、边靖婷、可爱晨、汐音社 - 探窗 - 416女团热搜版,https://cfss.cc/api/kg/8D9DBF73DEACBA12ABE075ACFCD7A3A1.mp4
416女团、边靖婷、小淅儿、叶聪明、可爱晨 - 念易安 - 经典咏流传第五季 第9期,https://cfss.cc/api/kg/AA53BF87F5FB0679298619FEE423C6D0.mp4
纯银 - 歌唱十二种国粹，十二种文化自信！全女生戏腔高燃版《十二风华鉴》｜【416女团】,https://cfss.cc/api/kg/ED6AE5AD2F10C4686B75879ED8A84A02.mp4
边靖婷、可爱晨、小淅儿、ya妖精、叶聪明、汐音社 - 长安姑娘 - 416女团戏腔版)(现场版,https://cfss.cc/api/kg/3026E04B02D3908C9EF9AD95DD2705FD.mp4
边靖婷、小淅儿、叶聪明、可爱晨 - 回马枪 - 416戏腔版,https://cfss.cc/api/kg/30FDD0308253445BDD60765AF32A9F7E.mp4
和规范化 - 【青衣戏腔】专业戏腔版《赐我》你听过吗？,https://cfss.cc/api/kg/0F66852EF2E9A85CDD5485C396A61D19.mp4
叶聪明 - 探窗 - 伴奏版,https://cfss.cc/api/kg/797F1819440E9D93BD114AEBE22A1D41.mp4
416女团、边靖婷、小淅儿、叶聪明、可爱晨、经典咏流传 - 念易安,https://cfss.cc/api/kg/4CD9977CB8D016C1CAA6C8B8D9E8BF84.mp4
长期用 - 叶聪明,https://cfss.cc/api/kg/C2B019DA12615D521470F3C390B9D3E3.mp4

酷狗Mv-陆柯燃k
刘柏辛Lexie、单依纯、宋雨琦、安崎、陆柯燃K、VaVa毛衍七、吴宣仪、Yamy郭颖、陈卓璇、周洁琼、爆裂舞台 - VVS,https://cfss.cc/api/kg/25D108347C0BE2E36F3CF1293616BB1B.mp4
刘柏辛Lexie、宋雨琦、安崎、陆柯燃K、VaVa毛衍七、Yamy郭颖、陈卓璇、周洁琼 - VVS,https://cfss.cc/api/kg/114A15FB9A0CAFD7DED4347403CD5E64.mp4
陆柯燃K、陈卓璇、爆裂舞台 - 庆功酒 - 爆裂舞台 第五期,https://cfss.cc/api/kg/1008D093527F2C74B071BA801876055E.mp4
金子涵、陆柯燃K、魏辰、谢可寅、许馨文、青春有你2 - MAMA (Chinese Version) - 青春有你2 第12期,https://cfss.cc/api/kg/DCCEEDEEA88CDB0D2744C078A94CA85D.mp4
Nene郑乃馨、李权哲、赖美云、李紫婷、陆柯燃K、许佳琪、嘉羿、赵让、庆怜、金子涵、左林杰、李子璇、东方嫒 - 十二生肖 - 春满东方兔年兔奋·2023东方卫视春节晚会现场,https://cfss.cc/api/kg/87E0ED4538F04FC93BB96D71E3F07338.mp4
葛鑫怡、陆柯燃K、刘令姿、NINEONE #、SNH48许杨玉琢、曾可妮、张语格、青春有你2 - 不奉陪 - 陆柯燃直拍版,https://cfss.cc/api/kg/56F1CF3AE260FED8716EF93976D751D1.mp4
喻言、安崎、陆柯燃K、草鱼BoogieFish、常华森、何德瑞、彦希、G.G、郑星源、青春有你3 - Yes!OK! + We Rock - 青春有你3 第21期,https://cfss.cc/api/kg/717B54AD4C62DC123A33F51062A54C45.mp4
陆柯燃K - 屋顶着火,https://cfss.cc/api/kg/1C6E445CD721DE73C6003A3DBBDB94CC.mp4
单依纯、安崎、陆柯燃K、Yamy郭颖、陈卓璇、张航、爆裂舞台 - 爆裂阵线联盟,https://cfss.cc/api/kg/03B67D34A6E01627C7C632E1AD0806A1.mp4
陆柯燃K - 瞳（Nothing to lose）,https://cfss.cc/api/kg/FAAAFC87B7713003882B1E29AA457095.mp4

酷狗Mv-程嘉敏
程嘉敏 - 广寒宫 - 伴奏版,https://cfss.cc/api/kg/0D41BC14E1C840E63705411544948F8F.mp4
程嘉敏 - 化作樱花树 - 伴奏版,https://cfss.cc/api/kg/5C9A730BBBDC8D2F950BC7B38041E223.mp4
程嘉敏 - 小年兽 - 歌词版,https://cfss.cc/api/kg/920E0844BFFE4929BC91B9EEFC3698F3.mp4
红泪 - 人间不值得，但瑶妹值得！仙气俏皮团扇舞【晓丹】,https://cfss.cc/api/kg/C9FDACA17A898C546FE5101BDCFECEFF.mp4
程嘉敏 - 呓语 - 伴奏版,https://cfss.cc/api/kg/0AF658426DE8BDD2FF298775EC405551.mp4
六层楼先生 - 程嘉敏 - 一点点喜欢,https://cfss.cc/api/kg/FBC90995CD6A33ADBF7ADB3D19AC284D.mp4
程嘉敏 - 迷人 - 伴奏版,https://cfss.cc/api/kg/0BC35EF747E4F083B32E88D2F3825E60.mp4
程嘉敏 - 醉花涧 - 伴奏版,https://cfss.cc/api/kg/A535D249E73A3F38F09980F242766E43.mp4
程嘉敏 - 一点点喜欢 - 伴奏版,https://cfss.cc/api/kg/F7CD93514091989B8A2C7F9952EA4C70.mp4
程嘉敏 - 小永远 - 伴奏版,https://cfss.cc/api/kg/16A3AE1EC00FB4E5F0FD4982237BBE93.mp4

酷狗Mv-曾诗涵
曾诗涵 - 今生没有爱你的命 - 伴奏版,https://cfss.cc/api/kg/2F2B8B1AF95061B91A8B3DB7E3932C0C.mp4
曾诗涵 - 今生没有爱你的命 - DJ默涵版,https://cfss.cc/api/kg/E5A0E6995471902138C6623AFC1050DA.mp4
曾诗涵 - 今生没有爱你的命 - DJ默涵版)(现场版,https://cfss.cc/api/kg/B5407DB9F2E9E3A89ECFA5DDBC085C78.mp4
曾诗涵 - 今生没有爱你的命 - 现场版,https://cfss.cc/api/kg/27132D0C0A3C6057906980BE2AF4C25B.mp4
曾诗涵 - 你要好好的 - 伴奏版,https://cfss.cc/api/kg/1B036F5A5FDF0315944A66D97B7A7806.mp4
曾诗涵 - 爱上你是吃饱了撑的 - 伴奏版,https://cfss.cc/api/kg/6E4C025F42138E7A5FF138BF1DC7BE10.mp4
曾诗涵 - 你要好好的,https://cfss.cc/api/kg/ACCC1E990F7F4A37B2BC8E7C668E91E3.mp4
曾诗涵 - 爱上你是吃饱了撑的 - 歌词版,https://cfss.cc/api/kg/CB95E6B11A9AFA1C83A0BC6164569111.mp4
阿江 - 今生没有爱你的命（DJ默涵版）-曾诗涵 今生没有爱你的命 偏偏得了想你的病,https://cfss.cc/api/kg/3BC9573B581C446BE7C263746C872EDB.mp4
阿江 - 孤独悲伤最寂寞(DJ版)-曾诗涵 想你夜夜夜寂寞 回忆痛痛痛伤我,https://cfss.cc/api/kg/3553FD66FAFACFC53EA574469462E08E.mp4

酷狗Mv-亢美琪
搜好听的歌曲 - 满城的灯都亮了DJ（首发）-亢美琪,https://cfss.cc/api/kg/F24B9835BA9D156D606192EFBEC3B4ED.mp4
朵一 - Man Cheng De Deng Dou Liang Le - Kang Mei Qi [ 滿城的燈都亮了 - 亢美琪 ] Lirik & Terjemahan Sub Indo,https://cfss.cc/api/kg/78394BCD3402CE0845F03C3B7B62DC4A.mp4
今天看什么 - 满城的灯都亮了 _DJ版_ Đèn Khắp Thành Phố Đều Sáng Rồi)#亢美琪,https://cfss.cc/api/kg/516712DBBB0365EFE8F057EB9461ABF3.mp4
十三亿少女的尖叫 - 和 @亢美琪《尊师易欣》 一起 #合拍 #伤感音乐 #热歌,https://cfss.cc/api/kg/8625C20EEB57A9CD6B31FEEEAC9ADE23.mp4
二本说剧 - 爱情的愁酿相思的酒 (Ái Tình Sầu Nhưỡng Tương Tư Đích Tửu)易欣&亢美琪,https://cfss.cc/api/kg/3ED7CAB2B00C65F54B181558BF03835C.mp4
搜好听的歌曲 - 爱情的愁酿相思的酒DJ-易欣、亢美琪,https://cfss.cc/api/kg/94EA24FDCDA98B79131987CFD92FEC95.mp4
You穿搭 - (  爱情的愁酿相思的酒  )    易欣 & 亢美琪,https://cfss.cc/api/kg/6EA805D70C394118F7B7B408400585CC.mp4

酷狗Mv-王雪晶
王雪晶 - 拍拍手,https://cfss.cc/api/kg/3993489D5FB0C8A29A3D99B307C06E9D.mp4
王雪晶 - 拔萝卜,https://cfss.cc/api/kg/5871E04D0AC88D373838694381624DE3.mp4
王雪晶、歌唱家小萍萍吴泓君 - 鲁冰花,https://cfss.cc/api/kg/CD9063083CEF843E81A0F3433155D0F9.mp4
王雪晶 - 世上只有妈妈好 - KTV版,https://cfss.cc/api/kg/C168CBF75332D7F045BB2DE4588EF77D.mp4
王雪晶 - 天黑黑,https://cfss.cc/api/kg/A66FD2D3B667576B97FE1C407A3291CD.mp4
王雪晶 - 三个和尚 - KTV版,https://cfss.cc/api/kg/968BB3A7E21F50CF34F4210C096C6EA4.mp4
王雪晶 - 小螺号 - KTV版,https://cfss.cc/api/kg/4DEB5C1BDB4B29FD74B197958E3A51EF.mp4
王雪晶 - 采蘑菇的小姑娘 - KTV版,https://cfss.cc/api/kg/F2032978F0E7C2AB5F85C6AD000E3C2C.mp4
王雪晶 - 小兔子 - KTV版,https://cfss.cc/api/kg/7391D750DAF6A15F5A1A46D0E0481B34.mp4
王雪晶 - 萤火虫,https://cfss.cc/api/kg/9561351057CCE81EF433177DB90E5730.mp4

酷狗Mv-李文星
豆豆果 - 李文星《可我总是在等》饭制版,https://cfss.cc/api/kg/F25FA8AD42A099DEA59DFC15D7111D24.mp4
Al木木林 - 李文星《心做》听起来有种伤感,https://cfss.cc/api/kg/5637279C603E9871DFAFF304571D6BFE.mp4
**山伯爵 - 豫剧《辕门斩子》选段 李文星：吓得张纯姐胆颤心寒,https://cfss.cc/api/kg/4CD78B6106813449D844BA34B34D42AF.mp4
阿鹏 - 分享李文星的单曲《心做》https://t3.kugou.c,https://cfss.cc/api/kg/BE2295EAA9D270319743E3EBE347FB2E.mp4
遇见音乐 - 爱老虎油-李文星,https://cfss.cc/api/kg/17F309E93FFFE258DB29B88E6A4BAA63.mp4

酷狗Mv-糖妹
糖妹 - 我的你 - 《夏花》电视剧主题曲,https://cfss.cc/api/kg/941EC31554FD6448B75417E21CD45571.mp4
王敏奕、糖妹 - 谈情说爱,https://cfss.cc/api/kg/95FBAF86EB452AB4C54C21259BCF2C2D.mp4
糖妹 - 我的你 - 《夏花》电视剧主题曲,https://cfss.cc/api/kg/98A596EBE2D105257B415E1D67421DED.mp4
糖妹 - 想跟你去野餐,https://cfss.cc/api/kg/A0DA5DD0297EE217C6E957C39B78C753.mp4
叶世荣、海鸣威、糖妹、刘仙露、华语群星 - 我唱我歌,https://cfss.cc/api/kg/86AB55BFF9CA1EBA038BA48DA2A27C28.mp4
糖妹、酷狗首唱会 - 蜚蜚 - 糖妹酷狗首唱会现场版,https://cfss.cc/api/kg/4102F5080289CAF51BB2DC2E3B131C8C.mp4
509004591 - 女人俱乐部 - M Club 少女：黃山怡 Kandy,https://cfss.cc/api/kg/476ECE774B9A3848152CA2C8207CE4D2.mp4
糖妹、酷狗首唱会 - 心急人上 - 糖妹酷狗首唱会现场版,https://cfss.cc/api/kg/D2F7E79075B087B23677A7FFBB3D5A08.mp4
糖妹、酷狗首唱会 - 暧昧 - 糖妹酷狗首唱会现场版,https://cfss.cc/api/kg/86040D7FD44CCB7E8CEE1F7E5929A57E.mp4
男女搭配，好听到流泪 - 原来她就是糖妹，想不到唱陈慧娴的《夜机》这么好听,https://cfss.cc/api/kg/972F9114350CDDED3F3955BFA5E57C72.mp4

酷狗Mv-朱晓琳
朱晓琳 - 妈妈的吻 - 伴奏版,https://cfss.cc/api/kg/BFD76BED2F7C1414B318B75A681A63EF.mp4
朱晓琳 - 三月桃花雨 - 伴奏版,https://cfss.cc/api/kg/ED497FD4BA7370991B25119FCBACB7E3.mp4
朱晓琳 - 梦江南,https://cfss.cc/api/kg/5ECE04AE80C206AE420B97ED64B4C4CF.mp4
朱晓琳 - 一江春水 - 伴奏版,https://cfss.cc/api/kg/9E0FB8D0E77D6F484C9070A72DE863D4.mp4
朱晓琳 - 踏浪 - 伴奏版,https://cfss.cc/api/kg/48D22ED740E5D4DBA29DA57B63958A59.mp4
朱晓琳 - 妈妈的吻,https://cfss.cc/api/kg/195FE74941D164119A6DDF3A6080857F.mp4
朱晓琳 - 小燕子,https://cfss.cc/api/kg/E126D4A6E4C988E4898492ECDC4FB1DF.mp4
朱晓琳 - 那一年我十七岁 - 伴奏版,https://cfss.cc/api/kg/9CFF9D6D833369E3E8B4E4CADE94CA1F.mp4
朱晓琳 - 潮湿的心 - 伴奏版,https://cfss.cc/api/kg/A7B4FFC9F4E522D09371D42B795A895D.mp4
朱晓琳 - 月儿弯弯照九洲,https://cfss.cc/api/kg/F4F96CADCD1B6407F3637F4E92771070.mp4

酷狗Mv-水冰月
二次元音乐汇2.0 - 美少女战士初代主题曲变身必杀剪辑,https://cfss.cc/api/kg/BAB1FF317CF1C87A3732BC9A5CEA081B.mp4
宝军 - 美少女战士初代水兵月变身1080P高清重制颜色修复,https://cfss.cc/api/kg/2EC40CAB91B33EB385A2C16492CE1C60.mp4
谷憔 - 美少女战士：月棱镜威力变身，水冰月，代表月亮消灭你_高清,https://cfss.cc/api/kg/ECB8B370ABD1EF0E337A4239D0654CC2.mp4
逝金风 - 《美少女战士》播出30周年！回看其经典变身画面，瞬间梦回童年,https://cfss.cc/api/kg/8F4670702203B1CA9559B1D54E0BCE20.mp4
口喜口合 - 关晓彤cos美少女战士水冰月、水兵月,https://cfss.cc/api/kg/F7174F232286808B7FE05853606B1053.mp4
独行 - 美少女战士超完美变身合集果然还是水兵月最炫~,https://cfss.cc/api/kg/8FD3851152D29AF11184B48B9AF4A613.mp4
报新鲜 - #水冰月,https://cfss.cc/api/kg/32CE639C74DF12E6A6A328C5C8E177AE.mp4
恨世有情 - 杨天翔化身美少女战士，UP已经笑弯了,https://cfss.cc/api/kg/BF0B3D9378B0B4940398F5D8109EEBE0.mp4
爱热闹 - 如果《美少女战士》来到现实中，会是怎样的,https://cfss.cc/api/kg/7FF1C15140C2C5ACDC5D73E13471C004.mp4
妖女 - 我发现了美少女战士变身的秘密,https://cfss.cc/api/kg/E57512CC885C5F8D39B3C5FE62FF748A.mp4

酷狗Mv-dj宝贝
DJ宝贝 - 冰河时代 - 伴奏版,https://cfss.cc/api/kg/F6A51B8E689F5E1093BF392F69351860.mp4
DJ宝贝 - A8慢摇 - 伴奏版,https://cfss.cc/api/kg/B4DF9386C44E67A2452FF46A9E4D6834.mp4
DJ宝贝 - 舞翻天 - 伴奏版,https://cfss.cc/api/kg/22A91F2D4BF16A8D0CAF23CE691CE972.mp4
DJ宝贝 - 大悲咒 - 伴奏版,https://cfss.cc/api/kg/7F01A9270BA14544185D950144EEBD60.mp4
DJ宝贝 - 慢摇先锋 - 伴奏版,https://cfss.cc/api/kg/E6AE046ED95F493BAB4F3C155CE2C30D.mp4
DJ - 宝贝 - 伴奏版,https://cfss.cc/api/kg/220E31DB60F8BADC215D3E25816AF9EA.mp4
DJ - 宝贝结婚吧 - 伴奏版,https://cfss.cc/api/kg/452AC0604B8AF923940BACBC1841F12B.mp4
宝贝 宝贝 - 苗族歌曲DJ,https://cfss.cc/api/kg/CEAB3DD5B1AB9C40F4ACDCE814AEE342.mp4
DJ - 宝贝对不起 - 伴奏版,https://cfss.cc/api/kg/C1A12CCA795B73278662FFD70E18FB3F.mp4
花式足球克里斯 - #每日推荐音乐 #音乐分享 #音乐推荐 #宝贝宝贝dj 宝贝宝贝Dj国会鼓,https://cfss.cc/api/kg/4DCF02B2E13070698857117C28641B7F.mp4

酷狗Mv-蓝兰
蓝兰 - 藤缠树 - 2014我要上春晚,https://cfss.cc/api/kg/B43F87F3FF1220E2EFE12B9C1719F85C.mp4
蓝兰 - 归寻,https://cfss.cc/api/kg/7BB2C633D7E58E354D8A53C5574AF003.mp4
蓝兰 - 你快乐所以我快乐 - 2014我要上春晚,https://cfss.cc/api/kg/6D85CDD567F20469CB376AE61C7E5815.mp4
井幽幽 - 漠河舞厅-蓝兰,https://cfss.cc/api/kg/47A0029BB670F20FA1CD2CD5E3E3AF47.mp4
豆豆果 - 蓝兰《就当我 (DJ京仔版)》饭制版,https://cfss.cc/api/kg/907DC45D84B277B8A062CE59E17FF282.mp4
蓝兰 - 离人心,https://cfss.cc/api/kg/3A6269CC8CD34E3D201EC08997583B90.mp4
蓝兰 - 归寻 - 伴奏版,https://cfss.cc/api/kg/9BC5C136A8401DAC3268969EB7DE2D54.mp4
听乐府 - 《晚风1997》蓝兰，复古浪潮，天边会有晚霞就像晚来的你满眼笑意,https://cfss.cc/api/kg/048253184514FAE2685C06BC2B6FE737.mp4
纯情男高 - 甜蜜老张,https://cfss.cc/api/kg/00702C8B70B4C5B4D0429748585600CC.mp4
纯情男高 - 甜蜜老张,https://cfss.cc/api/kg/38F8613B5F764DE9D85971EFA4BF43BA.mp4

酷狗Mv-闵惠芬
闵惠芬 - 江河水 二胡独奏 现场版,https://cfss.cc/api/kg/685132F275ED004E463D77920DE26B7B.mp4
闵惠芬 - 赛马 二胡独奏 现场版,https://cfss.cc/api/kg/213AE32C4720470E29DE4623307998F9.mp4
蓝万 - 最接近阿炳原作的《二泉映月》二胡皇后闵惠芬演奏,https://cfss.cc/api/kg/F1AB84A92C8D15708A785723478B1FF3.mp4
一窝皮皮虾 - 一代二胡大师闵惠芬现场演奏《良宵》，名家名曲，弥足珍贵！,https://cfss.cc/api/kg/6094065552F5DBC374D13CD0C18D1AA9.mp4
小西瓜一枚 - 一代二胡大师闵惠芬演奏《洪湖主题随想曲》，荡气回肠！,https://cfss.cc/api/kg/A332A46F27DA44CC121B0398D3D9A63C.mp4
时光音乐 - 一代二胡大师闵惠芬演奏《一枝花》，太珍贵了，收藏起来欣赏吧,https://cfss.cc/api/kg/5A7F9FCC0668CB10D97B9FFFE4D7B253.mp4
广州交响乐团 - 张敬安、欧阳谦叔（闵惠芬编曲）《洪湖主题随想曲》,https://cfss.cc/api/kg/89D86920DD6E4A30C87BD08D462B04EA.mp4
